"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-20","0.00",",,s","53",",,s","62",",,s","45",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-21","0.00",",,s","50",",,s","54",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-22","0.00",",,s","48",",,s","54",",,s","42",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-23","0.00",",,s","52",",,s","61",",,s","45",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-24","0.00","T,,s","50",",,s","58",",,s","45",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-25","0.04",",,s","42",",,s","49",",,s","40",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-26","0.00",",,s","40",",,s","44",",,s","37",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-27","0.00","T,,s","39",",,s","42",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-28","0.00",",,s","44",",,s","50",",,s","39",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-29","0.00",",,s","44",",,s","48",",,s","37",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-30","0.00",",,s","44",",,s","49",",,s","39",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1988-12-31","0.07",",,s","46",",,s","48",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-01","0.00",",,s","44",",,s","49",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-02","0.00",",,s","44",",,s","49",",,s","37",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-03","0.00",",,s","47",",,s","53",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-04","0.00",",,s","46",",,s","48",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-05","0.00",",,s","47",",,s","53",",,s","43",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-06","0.12",",,s","51",",,s","54",",,s","48",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-07","0.19",",,s","53",",,s","56",",,s","52",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-08","0.00","T,,s","48",",,s","54",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-09","0.00","T,,s","47",",,s","52",",,s","45",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-10","0.25",",,s","51",",,s","54",",,s","45",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-11","0.11",",,s","41",",,s","53",",,s","37",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-12","0.02",",,s","34",",,s","38",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-13","0.00",",,s","33",",,s","35",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-14","0.00","T,,s","34",",,s","41",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-15","0.00",",,s","32",",,s","40",",,s","27",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-16","0.00",",,s","39",",,s","45",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-17","0.18",",,s","44",",,s","48",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-18","0.44",",,s","47",",,s","49",",,s","43",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-19","1.13",",,s","40",",,s","43",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-20","0.01",",,s","41",",,s","42",",,s","39",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-21","0.00",",,s","41",",,s","44",",,s","34",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-22","0.07",",,s","39",",,s","43",",,s","37",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-23","0.00",",,s","41",",,s","50",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-24","0.00",",,s","38",",,s","44",",,s","32",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-25","0.00",",,s","42",",,s","49",",,s","36",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-26","0.00",",,s","40",",,s","51",",,s","32",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-27","0.00",",,s","33",",,s","39",",,s","29",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-28","0.00","T,,s","33",",,s","39",",,s","28",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-29","0.00",",,s","40",",,s","45",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-30","0.00","T,,s","43",",,s","45",",,s","40",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-01-31","0.07",",,s","42",",,s","44",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-01","0.00","T,,s","41",",,s","47",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-02","0.00",",,s","38",",,s","44",",,s","32",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-03","0.00",",,s","36",",,s","40",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-04","0.00",",,s","39",",,s","46",",,s","30",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-05","0.00",",,s","41",",,s","51",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-06","0.00","T,,s","43",",,s","47",",,s","40",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-07","0.27",",,s","43",",,s","45",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-08","0.06",",,s","40",",,s","42",",,s","39",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-09","0.00","T,,s","41",",,s","46",",,s","36",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-10","0.00","T,,s","38",",,s","44",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-11","0.00",",,s","38",",,s","49",",,s","26",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-12","0.00",",,s","43",",,s","56",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-13","0.00",",,s","42",",,s","52",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-14","0.00",",,s","45",",,s","54",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-15","0.68",",,s","51",",,s","54",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-16","0.43",",,s","49",",,s","53",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-17","0.37",",,s","44",",,s","47",",,s","40",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-18","0.00",",,s","39",",,s","41",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-19","0.00","T,,s","44",",,s","52",",,s","39",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-20","0.00","T,,s","46",",,s","48",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-21","0.43",",,s","40",",,s","45",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-22","0.00","T,,s","40",",,s","42",",,s","39",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-23","0.14",",,s","41",",,s","45",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-24","0.65",",,s","40",",,s","42",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-25","0.57",",,s","35",",,s","39",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-26","0.00",",,s","39",",,s","52",",,s","31",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-27","0.00",",,s","46",",,s","58",",,s","36",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-02-28","0.00",",,s","52",",,s","61",",,s","42",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-01","0.40",",,s","46",",,s","50",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-02","0.02",",,s","53",",,s","60",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-03","0.72",",,s","48",",,s","59",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-04","0.11",",,s","41",",,s","47",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-05","0.00",",,s","38",",,s","44",",,s","33",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-06","0.00",",,s","41",",,s","48",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-07","0.00",",,s","41",",,s","47",",,s","37",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-08","0.00",",,s","40",",,s","47",",,s","32",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-09","0.00",",,s","43",",,s","56",",,s","30",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-10","0.00",",,s","47",",,s","60",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-11","0.00",",,s","51",",,s","63",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-12","0.00","T,,s","57",",,s","69",",,s","46",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-13","0.85",",,s","55",",,s","61",",,s","52",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-14","0.00",",,s","55",",,s","66",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-15","0.00",",,s","54",",,s","62",",,s","48",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-16","0.00","T,,s","53",",,s","63",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-17","0.00",",,s","47",",,s","52",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-18","0.16",",,s","49",",,s","51",",,s","46",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-19","0.04",",,s","51",",,s","52",",,s","49",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-20","0.00","T,,s","51",",,s","58",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-21","0.00",",,s","48",",,s","56",",,s","45",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-22","0.00",",,s","47",",,s","55",",,s","38",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-23","0.67",",,s","50",",,s","54",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-24","0.01",",,s","47",",,s","50",",,s","45",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-25","0.23",",,s","46",",,s","52",",,s","40",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-26","0.00",",,s","47",",,s","59",",,s","35",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-27","0.09",",,s","51",",,s","62",",,s","44",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-28","0.00",",,s","49",",,s","60",",,s","41",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-29","0.00",",,s","53",",,s","64",",,s","40",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-30","0.00",",,s","58",",,s","66",",,s","50",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-03-31","0.00",",,s","62",",,s","74",",,s","51",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-01","0.46",",,s","58",",,s","65",",,s","53",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-02","0.79",",,s","55",",,s","57",",,s","52",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-03","0.36",",,s","54",",,s","56",",,s","53",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-04","0.00",",,s","53",",,s","58",",,s","49",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-05","0.00","T,,s","53",",,s","60",",,s","46",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-06","0.00","T,,s","57",",,s","66",",,s","46",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-07","0.00",",,s","58",",,s","70",",,s","48",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-08","0.00",",,s","57",",,s","66",",,s","48",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-09","0.00",",,s","58",",,s","66",",,s","52",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-10","0.00",",,s","55",",,s","63",",,s","48",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-11","0.00",",,s","53",",,s","59",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-12","0.02",",,s","53",",,s","59",",,s","49",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-13","0.47",",,s","52",",,s","54",",,s","47",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-14","0.05",",,s","55",",,s","59",",,s","53",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-15","0.00",",,s","57",",,s","66",",,s","50",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-16","0.00",",,s","61",",,s","73",",,s","50",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-17","0.00",",,s","65",",,s","76",",,s","55",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-18","0.00","T,,s","64",",,s","71",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-19","0.00","T,,s","64",",,s","74",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-20","0.62",",,s","63",",,s","67",",,s","61",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-21","0.32",",,s","61",",,s","64",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-22","0.18",",,s","62",",,s","65",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-23","0.38",",,s","55",",,s","61",",,s","51",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-24","0.01",",,s","59",",,s","71",",,s","49",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-25","0.00",",,s","59",",,s","69",",,s","48",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-26","0.00",",,s","63",",,s","76",",,s","49",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-27","0.00",",,s","65",",,s","76",",,s","57",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-28","3.46",",,s","58",",,s","63",",,s","55",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-29","0.48",",,s","57",",,s","60",",,s","55",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-04-30","0.02",",,s","58",",,s","59",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-01","0.23",",,s","57",",,s","59",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-02","0.03",",,s","60",",,s","67",",,s","54",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-03","0.00","T,,s","62",",,s","71",",,s","54",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-04","0.00",",,s","66",",,s","75",",,s","58",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-05","0.00",",,s","65",",,s","72",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-06","0.00",",,s","63",",,s","67",",,s","61",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-07","0.00",",,s","65",",,s","72",",,s","61",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-08","0.00",",,s","69",",,s","81",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-09","0.44",",,s","70",",,s","78",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-10","0.72",",,s","71",",,s","80",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-11","0.63",",,s","67",",,s","76",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-12","0.00",",,s","65",",,s","72",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-13","0.04",",,s","67",",,s","76",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-14","0.00",",,s","67",",,s","74",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-15","0.00",",,s","64",",,s","71",",,s","56",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-16","0.00",",,s","62",",,s","65",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-17","0.00",",,s","65",",,s","71",",,s","61",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-18","0.16",",,s","63",",,s","67",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-19","0.13",",,s","68",",,s","78",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-20","0.00","T,,s","71",",,s","76",",,s","66",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-21","0.11",",,s","68",",,s","72",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-22","1.69",",,s","66",",,s","68",",,s","65",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-23","0.11",",,s","65",",,s","69",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-24","0.00",",,s","66",",,s","74",",,s","59",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-25","0.04",",,s","66",",,s","75",",,s","58",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-26","0.00",",,s","69",",,s","78",",,s","58",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-27","0.00",",,s","70",",,s","79",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-28","0.00",",,s","65",",,s","69",",,s","63",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-29","0.00",",,s","70",",,s","78",",,s","61",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-30","0.00",",,s","68",",,s","79",",,s","61",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-05-31","0.00",",,s","69",",,s","78",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-01","0.00",",,s","71",",,s","78",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-02","0.00",",,s","74",",,s","82",",,s","66",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-03","0.00",",,s","72",",,s","80",",,s","66",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-04","0.50",",,s","74",",,s","77",",,s","70",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-05","0.00",",,s","72",",,s","77",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-06","0.00",",,s","74",",,s","87",",,s","65",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-07","0.04",",,s","80",",,s","92",",,s","73",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-08","0.00","T,,s","83",",,s","93",",,s","78",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-09","0.00",",,s","75",",,s","82",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-10","0.07",",,s","70",",,s","75",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-11","0.06",",,s","70",",,s","74",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-12","0.01",",,s","73",",,s","81",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-13","0.11",",,s","80",",,s","90",",,s","74",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-14","0.04",",,s","85",",,s","95",",,s","76",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-15","1.19",",,s","76",",,s","85",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-16","2.02",",,s","71",",,s","74",",,s","69",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-17","0.05",",,s","69",",,s","72",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-18","0.04",",,s","72",",,s","80",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-19","0.00",",,s","72",",,s","80",",,s","63",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-20","0.00",",,s","71",",,s","79",",,s","62",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-21","0.00",",,s","71",",,s","75",",,s","67",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-22","0.00",",,s","72",",,s","78",",,s","68",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-23","0.00",",,s","73",",,s","81",",,s","64",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-24","0.00",",,s","75",",,s","85",",,s","60",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-25","0.00",",,s","79",",,s","88",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-26","0.00",",,s","81",",,s","90",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-27","0.74",",,s","77",",,s","82",",,s","72",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-28","0.24",",,s","77",",,s","86",",,s","71",",,s"
"CHM00058367","SHANGHAI HONGQIAO, CH","31.167","121.433","7.0","1989-06-29","0.00","T,,s","76",",,s","80",",,s","73",",,s"
