tmax
28
27
25
25
29
31
26
26
26
28
25
25
25
31
27
26
25
25
25
25
25
31
32
31
29
27
26
26
32
37
36
33
38
36
33
35
37
43
41
38
34
36
36
37
32
39
40
40
39
42
40
41
46
48
42
44
47
50
57
53
57
53
48
52
50
52
56
58
53
46
55
58
66
59
57
52
57
49
54
59
64
74
65
61
65
64
64
60
59
67
58
62
61
67
64
59
67
74
81
62
71
73
70
72
66
64
74
68
64
74
71
70
73
75
78
70
87
79
79
86
81
80
82
88
79
70
74
78
74
81
72
74
84
78
74
83
79
86
79
87
89
88
84
83
88
88
83
83
85
85
86
90
90
92
86
91
84
89
88
92
93
93
92
91
90
92
92
92
92
91
90
87
82
90
90
88
89
93
93
93
89
84
86
89
90
90
90
90
92
93
93
93
90
86
91
91
87
90
91
93
93
93
92
92
90
92
91
92
93
92
89
84
89
87
86
86
82
88
87
87
86
87
88
91
90
88
87
84
87
86
82
87
88
88
89
88
87
87
82
87
88
88
89
85
81
81
84
83
85
84
86
81
86
84
87
91
87
87
85
83
83
80
82
76
85
72
69
77
75
79
74
77
66
78
70
68
72
71
62
64
65
58
63
66
61
65
71
57
61
63
62
56
60
61
54
58
53
55
58
55
56
59
62
57
58
56
58
51
41
36
36
40
43
44
47
45
38
40
38
41
39
38
39
36
37
43
43
46
37
42
39
39
41
41
48
42
41
36
36
43
36
33
37
38
37
38
37
34
42
36
44
44
42
38
33
34
29
37
32
32
41
36
37
33
30
28
28
27
32
33
29
28
26
25
25
25
25
24
26
25
28
25
25
31
26
30
31
33
38
34
37
36
37
34
36
31
27
25
25
26
33
37
32
28
31
38
30
37
40
37
46
47
41
50
44
38
41
47
44
49
54
55
50
51
48
47
44
39
39
54
46
46
57
57
56
60
58
65
66
73
75
71
65
71
70
61
56
50
49
53
51
57
68
62
63
63
58
58
58
68
60
58
64
65
63
80
77
84
85
84
78
66
74
74
67
73
73
68
64
73
61
73
72
76
72
73
77
71
79
74
83
80
85
87
88
85
87
89
91
91
93
91
91
91
91
86
89
86
90
91
86
84
89
92
92
92
91
92
90
89
91
90
92
88
90
86
73
77
75
85
84
87
86
86
84
84
87
89
91
89
86
83
87
88
88
84
89
88
91
91
90
88
92
93
93
90
90
91
92
92
91
89
89
84
87
87
87
88
89
83
88
86
88
89
87
85
87
87
88
90
88
89
89
90
90
90
88
89
88
85
87
85
80
87
90
88
88
87
85
87
87
83
86
87
88
89
88
85
86
87
87
83
80
86
82
85
85
85
86
85
79
88
79
78
82
73
79
76
78
81
79
78
73
67
79
75
76
73
66
68
61
64
63
64
70
69
69
72
64
66
68
62
64
64
71
68
74
65
67
62
65
57
66
63
61
64
55
54
48
45
48
51
52
54
55
53
56
49
45
43
47
53
57
59
61
63
63
56
54
54
45
40
40
40
46
41
38
35
36
33
33
34
29
34
36
31
31
33
30
35
29
35
32
31
30
32
35
35
34
31
33
36
37
36
39
36
38
39
32
40
54
44
45
40
39
38
50
46
48
41
40
40
38
40
37
39
37
37
34
39
37
33
37
37
37
42
41
44
46
49
48
51
48
50
48
48
40
41
44
47
44
44
46
43
45
42
47
46
56
49
54
48
53
56
57
58
51
45
47
48
50
54
52
61
62
63
72
67
56
73
64
66
60
67
58
56
56
52
55
58
65
63
65
73
63
76
81
76
83
78
70
66
68
58
54
63
62
70
66
72
78
71
65
69
73
72
68
66
66
62
65
65
66
72
61
67
75
75
69
83
79
73
76
75
81
82
81
78
87
78
78
74
73
83
85
88
86
87
87
87
89
88
88
87
88
90
91
91
91
88
90
89
91
89
92
90
78
86
83
83
87
82
85
88
88
87
89
89
84
79
74
77
71
71
71
79
80
77
81
86
88
86
91
90
91
91
90
92
92
93
92
94
93
92
91
86
87
87
88
84
89
89
88
90
87
82
88
88
91
91
91
90
90
88
87
86
85
86
87
86
86
88
87
89
90
87
89
83
83
87
88
87
85
88
87
87
88
90
87
85
91
87
77
76
84
82
84
88
88
83
73
79
79
82
84
83
83
84
76
76
82
83
87
86
84
84
75
74
82
80
73
78
71
75
70
68
67
68
65
66
69
70
69
72
66
69
73
61
56
52
50
51
50
53
47
48
43
46
46
49
49
48
53
50
48
50
53
52
49
49
52
54
50
47
47
46
42
37
35
38
42
38
37
46
42
42
39
37
47
41
43
41
38
33
45
39
37
34
29
32
31
33
37
29
29
31
35
30
33
31
30
29
30
28
26
26
30
30
34
30
30
27
29
29
26
25
25
30
30
30
40
42
45
47
45
39
34
34
39
34
36
36
32
39
35
31
31
33
27
27
27
36
32
35
40
33
39
38
40
42
42
38
32
32
40
44
44
50
48
45
52
49
43
39
39
38
37
37
43
39
41
40
46
42
39
37
36
49
45
48
45
41
44
42
42
39
41
48
51
55
50
52
51
52
60
65
63
59
63
68
68
62
62
62
62
68
74
67
69
63
56
51
57
62
69
76
77
79
72
64
67
62
66
60
74
76
77
84
86
78
82
86
87
86
83
81
80
82
76
71
79
76
71
80
78
73
75
73
80
82
83
88
87
86
80
86
86
83
87
83
89
84
87
89
87
87
89
88
92
88
83
77
83
74
74
78
84
84
90
90
90
89
91
89
85
89
91
91
88
90
88
89
88
90
86
89
92
90
87
85
88
88
89
90
87
83
85
89
89
87
88
90
87
86
87
85
86
85
83
86
92
91
89
88
90
92
91
92
88
91
90
86
90
91
92
91
90
89
82
87
86
88
87
90
87
92
88
90
88
87
87
83
82
85
85
79
81
81
76
81
81
82
85
83
86
86
85
90
83
83
84
77
75
76
79
80
79
78
73
81
69
68
79
69
64
73
67
70
70
68
68
59
68
61
67
55
59
59
60
69
68
71
68
64
64
69
58
64
67
66
69
67
65
66
70
61
62
61
56
54
57
47
39
39
40
41
45
46
45
43
46
45
40
44
39
49
44
41
39
42
36
34
32
37
31
31
45
35
35
33
38
35
33
36
36
32
38
38
39
43
38
37
38
34
37
41
43
47
50
50
43
40
41
39
41
39
42
41
45
44
42
45
45
40
35
39
36
30
32
34
35
34
31
28
33
35
32
27
26
26
28
32
37
39
41
38
33
34
34
32
36
32
34
33
47
40
40
49
45
49
51
51
52
47
50
54
53
46
45
48
47
54
51
51
47
47
42
43
37
39
43
38
42
48
55
57
61
59
64
56
54
53
54
52
53
56
56
55
59
59
53
65
65
68
72
69
61
56
61
53
59
67
60
61
71
80
77
78
84
75
75
80
84
84
82
86
86
78
83
78
70
70
63
60
70
66
66
69
68
62
73
79
81
83
77
85
71
80
74
82
85
83
76
68
82
78
87
81
85
84
89
89
87
80
76
88
80
84
88
90
88
89
84
83
81
86
87
90
93
93
91
89
91
89
82
83
83
81
84
87
87
87
82
