,0
2012-12-31,68.01599599762055
2013-12-31,65.08811630787355
2014-12-31,70.76568315576992
2015-12-31,70.7415193018977
2016-12-31,69.30652295367881
2017-12-31,67.02548496891148
2018-12-31,69.017793112038
2019-12-31,67.6953518868914
2020-12-31,69.56582289116356
2021-12-31,68.31141363995299
2022-12-31,68.64055074048527
